요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명
세명약국,81,약국,360000,전남,360500,여수시
동산온누리약국,81,약국,380000,경남,380014,창녕군
바른약국,81,약국,210000,부산,210010,부산사하구
가까운약국,81,약국,320000,강원,320013,홍천군
세종행복약국,81,약국,410000,세종시,410000,세종시
희망약국,81,약국,360000,전남,360022,화순군
웃음짓는약국,81,약국,310000,경기,312400,안성시
감마약국,81,약국,240000,광주,240002,광주북구
영암현대약국,81,약국,360000,전남,360015,영암군
화신약국,81,약국,310000,경기,312200,파주시
한솔약국,81,약국,250000,대전,250001,대전유성구
쌍용4층약국,81,약국,310000,경기,311000,구리시
종로약국,81,약국,360000,전남,360200,나주시
21세기건강약국,81,약국,240000,광주,240004,광주광산구
무구팜코끼리약국,81,약국,220000,인천,220003,인천부평구
요한약국,81,약국,370000,경북,370024,칠곡군
박약국,81,약국,240000,광주,240005,광주남구
감초당약국,81,약국,240000,광주,240005,광주남구
대추나무한약국,81,약국,360000,전남,360500,여수시
밝은약국,81,약국,360000,전남,360022,화순군
동건약국,81,약국,380000,경남,380800,통영시
남부종로약국,81,약국,350000,전북,350300,익산시
엔젤약국,81,약국,310000,경기,310403,성남분당구
좋은느낌우리약국,81,약국,310000,경기,311903,고양일산동구
으뜸약국,81,약국,330000,충북,330200,충주시
큰길세명약국,81,약국,310000,경기,310300,부천시
새경남약국,81,약국,380000,경남,380100,김해시
에덴약국,81,약국,310000,경기,310601,수원권선구
제일약국,81,약국,360000,전남,360002,고흥군
생활과건강약국,81,약국,220000,인천,220006,인천남동구
한사랑약국,81,약국,220000,인천,220001,인천미추홀구
광장약국,81,약국,230000,대구,230007,대구달서구
비타민약국,81,약국,310000,경기,310603,수원팔달구
마이약국,81,약국,350000,전북,350401,전주완산구
상진약국,81,약국,350000,전북,350401,전주완산구
왕궁온천약국,81,약국,350000,전북,350300,익산시
푸른약국,81,약국,310000,경기,312400,안성시
대영약국,81,약국,340000,충남,340600,서산시
뉴덕산약국,81,약국,230000,대구,230005,대구수성구
성심약국,81,약국,240000,광주,240003,광주서구
수안메디컬약국,81,약국,210000,부산,210003,부산동래구
글로리약국,81,약국,250000,대전,250005,대전중구
유명약국,81,약국,390000,제주,390200,제주시
홍도약국,81,약국,250000,대전,250004,대전동구
흥부약국,81,약국,110000,서울,110005,구로구
도원약국,81,약국,240000,광주,240001,광주동구
수유온누리약국,81,약국,110000,서울,110024,강북구
쉐르빌약국,81,약국,110000,서울,110006,도봉구
푸른약국,81,약국,110000,서울,110003,강서구
동의당온누리약국,81,약국,390000,제주,390200,제주시
새싹약국,81,약국,310000,경기,311000,구리시
아담약국,81,약국,110000,서울,110008,동작구
가은약국,81,약국,360000,전남,360010,보성군
백수약국,81,약국,210000,부산,210012,부산강서구
오송약국,81,약국,330000,충북,330102,청주흥덕구
일동약국,81,약국,350000,전북,350401,전주완산구
감약국,81,약국,370000,경북,370200,구미시
우리온누리약국,81,약국,320000,강원,320500,춘천시
미소약국,81,약국,350000,전북,350500,정읍시
삼화사랑약국,81,약국,390000,제주,390200,제주시
대지약국,81,약국,230000,대구,230003,대구북구
오거리약국,81,약국,220000,인천,220001,인천미추홀구
이층약국,81,약국,380000,경남,380500,진주시
동인당약국,81,약국,220000,인천,220001,인천미추홀구
정자프라자약국,81,약국,310000,경기,310403,성남분당구
건강약국,81,약국,310000,경기,310403,성남분당구
중앙약국,81,약국,260000,울산,260001,울산남구
웰빙온누리약국,81,약국,310000,경기,312200,파주시
금성약국,81,약국,110000,서울,110023,광진구
보람약국,81,약국,110000,서울,110018,송파구
우경약국,81,약국,110000,서울,110004,관악구
수약국,81,약국,110000,서울,110015,은평구
영광약국,81,약국,410000,세종시,410000,세종시
해오름약국,81,약국,110000,서울,110012,성북구
영화당약국,81,약국,110000,서울,110011,성동구
신태인약국,81,약국,350000,전북,350500,정읍시
새하나약국,81,약국,210000,부산,210013,부산연제구
혜인당약국,81,약국,350000,전북,350600,김제시
모라명성약국,81,약국,210000,부산,210015,부산사상구
성종약국,81,약국,390000,제주,390200,제주시
사랑약국,81,약국,370000,경북,370702,포항북구
동인당한약국,81,약국,360000,전남,360400,순천시
건강약국,81,약국,340000,충남,340300,공주시
국약국,81,약국,230000,대구,230003,대구북구
한대프라자약국,81,약국,310000,경기,311102,안산상록구
비젼약국,81,약국,250000,대전,250001,대전유성구
골든힐약국,81,약국,310000,경기,310100,광명시
굿모닝온누리약국,81,약국,310000,경기,311700,시흥시
평강상록수약국,81,약국,110000,서울,110022,노원구
선경약국,81,약국,340000,충남,340202,천안동남구
명성약국,81,약국,370000,경북,371000,경산시
샘건강약국,81,약국,310000,경기,310701,안양만안구
바다약국,81,약국,210000,부산,210005,부산북구
건국약국,81,약국,110000,서울,110011,성동구
생생약국,81,약국,110000,서울,110002,강동구
연주약국,81,약국,110000,서울,110024,강북구
늘푸른약국,81,약국,110000,서울,110003,강서구
시그니처약국,81,약국,110000,서울,110018,송파구
강남정성약국,81,약국,110000,서울,110001,강남구
미소약국,81,약국,110000,서울,110010,서대문구
준약국,81,약국,110000,서울,110002,강동구
남구로약국,81,약국,110000,서울,110005,구로구
라라약국,81,약국,110000,서울,110001,강남구
행복나무약국,81,약국,110000,서울,110003,강서구
새드림약국,81,약국,110000,서울,110021,서초구
자이팜약국,81,약국,110000,서울,110011,성동구
삼층약국,81,약국,110000,서울,110012,성북구
은혜약국,81,약국,110000,서울,110009,마포구
바른약국,81,약국,110000,서울,110008,동작구
밝은마음약국,81,약국,110000,서울,110001,강남구
차돌약국,81,약국,110000,서울,110018,송파구
라온365온누리약국,81,약국,110000,서울,110003,강서구
샛별약국,81,약국,110000,서울,110003,강서구
밝은약국,81,약국,110000,서울,110019,중랑구
명동천사약국,81,약국,110000,서울,110017,중구
라미약국,81,약국,110000,서울,110018,송파구
더조은약국,81,약국,110000,서울,110022,노원구
방화우리약국,81,약국,110000,서울,110003,강서구
위드팜가까운지하철약국,81,약국,110000,서울,110018,송파구
트리지움자연약국,81,약국,110000,서울,110018,송파구
맘이편한약국,81,약국,110000,서울,110004,관악구
세인약국,81,약국,310000,경기,312003,용인처인구
송화약국,81,약국,220000,인천,220003,인천부평구
화랑대약국,81,약국,110000,서울,110022,노원구
성모당약국,81,약국,220000,인천,220008,인천계양구
성락약국,81,약국,110000,서울,110004,관악구
녹십자약국,81,약국,110000,서울,110025,금천구
메디칼약국,81,약국,110000,서울,110004,관악구
대성약국,81,약국,320000,강원,320006,영월군
365 아이맘약국,81,약국,320000,강원,320500,춘천시
원주시장약국,81,약국,320000,강원,320400,원주시
한강약국,81,약국,110000,서울,110013,영등포구
고은약국,81,약국,110000,서울,110013,영등포구
보은당약국,81,약국,110000,서울,110013,영등포구
보건약국,81,약국,110000,서울,110013,영등포구
유진약국,81,약국,110000,서울,110001,강남구
우리팜약국,81,약국,250000,대전,250003,대전서구
대전온누리약국,81,약국,250000,대전,250003,대전서구
관악온누리약국,81,약국,110000,서울,110004,관악구
별담은온누리약국,81,약국,110000,서울,110013,영등포구
행복한 참약국,81,약국,110000,서울,110010,서대문구
새열린약국,81,약국,110000,서울,110021,서초구
참조은약국,81,약국,110000,서울,110016,종로구
하나로약국,81,약국,110000,서울,110003,강서구
연세약국,81,약국,110000,서울,110003,강서구
성심제일약국,81,약국,110000,서울,110013,영등포구
큰사랑약국,81,약국,110000,서울,110012,성북구
옥수온누리약국,81,약국,110000,서울,110011,성동구
엠플러스약국,81,약국,110000,서울,110001,강남구
약사랑약국,81,약국,110000,서울,110001,강남구
삼성약국,81,약국,110000,서울,110011,성동구
타워약국,81,약국,110000,서울,110001,강남구
한빛약국,81,약국,110000,서울,110019,중랑구
백화점약국,81,약국,110000,서울,110012,성북구
늘푸른약국,81,약국,110000,서울,110011,성동구
3층 파란문 약국,81,약국,110000,서울,110014,용산구
정문다사랑약국,81,약국,110000,서울,110018,송파구
신정약국,81,약국,110000,서울,110008,동작구
생수약국,81,약국,250000,대전,250001,대전유성구
한빛약국,81,약국,250000,대전,250001,대전유성구
대신약국,81,약국,250000,대전,250005,대전중구
녹십자약국,81,약국,250000,대전,250005,대전중구
시정약국,81,약국,250000,대전,250003,대전서구
덕일약국,81,약국,250000,대전,250005,대전중구
대우약국,81,약국,250000,대전,250005,대전중구
독일약국,81,약국,340000,충남,340600,서산시
동민약국,81,약국,250000,대전,250003,대전서구
명근당약국,81,약국,250000,대전,250001,대전유성구
동인당약국,81,약국,250000,대전,250002,대전대덕구
을지참조은약국,81,약국,250000,대전,250003,대전서구
가재약국,81,약국,410000,세종시,410000,세종시
구세당약국,81,약국,350000,전북,350200,남원시
한일약국,81,약국,350000,전북,350402,전주덕진구
다사랑약국,81,약국,350000,전북,350401,전주완산구
윤약국,81,약국,350000,전북,350200,남원시
삼진약국,81,약국,350000,전북,350200,남원시
길남약국,81,약국,350000,전북,350200,남원시
서울약국,81,약국,350000,전북,350600,김제시
김제세계로약국,81,약국,350000,전북,350600,김제시
봉동약국,81,약국,350000,전북,350008,완주군
무주약국,81,약국,350000,전북,350004,무주군
장약국,81,약국,350000,전북,350004,무주군
동양마트약국,81,약국,350000,전북,350100,군산시
제일약국,81,약국,350000,전북,350006,순창군
시장약국,81,약국,350000,전북,350401,전주완산구
신우약국,81,약국,350000,전북,350500,정읍시
도운약국,81,약국,350000,전북,350500,정읍시
하늘약국,81,약국,350000,전북,350100,군산시
선인약국,81,약국,350000,전북,350005,부안군
약손약국,81,약국,350000,전북,350300,익산시
백제종합약국,81,약국,350000,전북,350300,익산시
연합약국,81,약국,350000,전북,350100,군산시
행복약국,81,약국,350000,전북,350401,전주완산구
건강100세약국,81,약국,350000,전북,350600,김제시
슈바이쳐약국,81,약국,350000,전북,350300,익산시
백제약국,81,약국,350000,전북,350401,전주완산구
보령약국,81,약국,350000,전북,350402,전주덕진구
태평양약국,81,약국,350000,전북,350300,익산시
내가본약국,81,약국,350000,전북,350300,익산시
관우약국,81,약국,350000,전북,350402,전주덕진구
우성약국,81,약국,350000,전북,350300,익산시
동서약국,81,약국,350000,전북,350500,정읍시
건강종합약국,81,약국,350000,전북,350500,정읍시
대창약국,81,약국,350000,전북,350100,군산시
건강제일약국,81,약국,350000,전북,350500,정읍시
에코현대약국,81,약국,350000,전북,350402,전주덕진구
임실약국,81,약국,350000,전북,350010,임실군
제이팜약국,81,약국,350000,전북,350401,전주완산구
보람약국,81,약국,350000,전북,350300,익산시
세계로약국,81,약국,350000,전북,350200,남원시
세계로약국,81,약국,350000,전북,350300,익산시
21세기건강약국,81,약국,350000,전북,350402,전주덕진구
미래약국,81,약국,110000,서울,110018,송파구
마들하나로약국,81,약국,110000,서울,110022,노원구
백두산약국,81,약국,110000,서울,110011,성동구
사당소화약국,81,약국,110000,서울,110008,동작구
약손약국,81,약국,110000,서울,110010,서대문구
신평화약국,81,약국,110000,서울,110017,중구
1층호약국,81,약국,110000,서울,110022,노원구
새원약국,81,약국,110000,서울,110002,강동구
친절약국,81,약국,110000,서울,110013,영등포구
대교약국,81,약국,110000,서울,110013,영등포구
대한약국,81,약국,110000,서울,110002,강동구
오약국,81,약국,110000,서울,110001,강남구
한마을약국,81,약국,110000,서울,110005,구로구
가온약국,81,약국,110000,서울,110021,서초구
은빛약국,81,약국,110000,서울,110015,은평구
해오름약국,81,약국,110000,서울,110009,마포구
푸른약국,81,약국,110000,서울,110004,관악구
온누리큰사랑약국,81,약국,110000,서울,110003,강서구
수온누리약국,81,약국,110000,서울,110007,동대문구
까치프라자약국,81,약국,110000,서울,110003,강서구
후문약국,81,약국,110000,서울,110006,도봉구
메디팜보문약국,81,약국,110000,서울,110001,강남구
한약국,81,약국,110000,서울,110020,양천구
건강약국,81,약국,110000,서울,110013,영등포구
사랑약국,81,약국,110000,서울,110023,광진구
유앤아이온누리약국,81,약국,110000,서울,110019,중랑구
우리온누리약국,81,약국,110000,서울,110001,강남구
백두산약국,81,약국,110000,서울,110012,성북구
방화프라자약국,81,약국,110000,서울,110003,강서구
클로버팜약국,81,약국,110000,서울,110019,중랑구
신세계약국,81,약국,110000,서울,110014,용산구
한독프라자약국,81,약국,110000,서울,110005,구로구
신우리약국,81,약국,110000,서울,110013,영등포구
미소약국,81,약국,110000,서울,110007,동대문구
서이약국,81,약국,110000,서울,110001,강남구
참좋은온누리약국,81,약국,110000,서울,110002,강동구
극동약국,81,약국,110000,서울,110018,송파구
송이온누리약국,81,약국,110000,서울,110019,중랑구
상록수온누리약국,81,약국,110000,서울,110006,도봉구
화곡메디칼약국,81,약국,110000,서울,110003,강서구
용산약국,81,약국,110000,서울,110014,용산구
세계약국,81,약국,110000,서울,110014,용산구
한울약국,81,약국,110000,서울,110025,금천구
행복한약국,81,약국,110000,서울,110004,관악구
행복이꽃피는약국,81,약국,110000,서울,110015,은평구
파란약국,81,약국,110000,서울,110002,강동구
참사랑약국,81,약국,110000,서울,110012,성북구
수정프라자약국,81,약국,110000,서울,110013,영등포구
루터약국,81,약국,110000,서울,110018,송파구
다인약국,81,약국,110000,서울,110021,서초구
햇살애약국,81,약국,110000,서울,110020,양천구
강동메디칼약국,81,약국,110000,서울,110002,강동구
강북열린약국,81,약국,110000,서울,110007,동대문구
열린약국,81,약국,110000,서울,110016,종로구
참약국,81,약국,110000,서울,110001,강남구
성지프라자약국,81,약국,110000,서울,110001,강남구
신풍도약국,81,약국,110000,서울,110013,영등포구
대명약국,81,약국,110000,서울,110004,관악구
동아약국,81,약국,110000,서울,110016,종로구
예인약국,81,약국,110000,서울,110020,양천구
제일약국,81,약국,210000,부산,210011,부산금정구
신세계약국,81,약국,210000,부산,210009,부산해운대구
건강한약국,81,약국,210000,부산,210005,부산북구
일동희보약국,81,약국,210000,부산,210003,부산동래구
강약국,81,약국,210000,부산,210011,부산금정구
새명성약국,81,약국,210000,부산,210008,부산중구
바다약국,81,약국,210000,부산,210006,부산서구
새씨앗약국,81,약국,210000,부산,210009,부산해운대구
더나은약국,81,약국,210000,부산,210010,부산사하구
편한이웃약국,81,약국,210000,부산,210003,부산동래구
밝은약국,81,약국,210000,부산,210004,부산진구
대영약국,81,약국,210000,부산,210100,부산기장군
우이약국,81,약국,210000,부산,210009,부산해운대구
세계약국,81,약국,210000,부산,210001,부산남구
마트약국,81,약국,210000,부산,210001,부산남구
성원약국,81,약국,210000,부산,210010,부산사하구
진 한약국,81,약국,210000,부산,210007,부산영도구
대학로약국,81,약국,210000,부산,210011,부산금정구
새우리들약국,81,약국,210000,부산,210002,부산동구
오렌지약국,81,약국,110000,서울,110024,강북구
조은약국,81,약국,360000,전남,360300,목포시
새생명약국,81,약국,330000,충북,330101,청주상당구
광진백화점약국,81,약국,110000,서울,110023,광진구
신동화약국,81,약국,110000,서울,110016,종로구
호산나약국,81,약국,110000,서울,110001,강남구
신보광사약국,81,약국,110000,서울,110015,은평구
백세약국,81,약국,110000,서울,110020,양천구
한영온누리약국,81,약국,110000,서울,110021,서초구
온누리성모약국,81,약국,110000,서울,110012,성북구
신금호약국,81,약국,110000,서울,110011,성동구
수유동약국,81,약국,110000,서울,110024,강북구
서울대약국,81,약국,110000,서울,110004,관악구
성일약국,81,약국,110000,서울,110001,강남구
중부사약국,81,약국,110000,서울,110017,중구
에셀약국,81,약국,110000,서울,110008,동작구
가람약국,81,약국,110000,서울,110020,양천구
목화약국,81,약국,110000,서울,110003,강서구
종로프라자약국,81,약국,110000,서울,110005,구로구
소나무약국,81,약국,110000,서울,110022,노원구
구세약국,81,약국,110000,서울,110015,은평구
우리재약국,81,약국,110000,서울,110007,동대문구
동의림생약국,81,약국,110000,서울,110020,양천구
백십자약국,81,약국,110000,서울,110024,강북구
성당약국,81,약국,110000,서울,110016,종로구
길약국,81,약국,110000,서울,110024,강북구
365스마일약국,81,약국,340000,충남,340015,홍성군
명문약국,81,약국,110000,서울,110001,강남구
그랜드약국,81,약국,310000,경기,310403,성남분당구
새고운약국,81,약국,110000,서울,110022,노원구
다솜약국,81,약국,310000,경기,311300,하남시
새정다운약국,81,약국,380000,경남,381100,양산시
안산백제약국,81,약국,310000,경기,311101,안산단원구
천호푸른약국,81,약국,110000,서울,110018,송파구
독일약국,81,약국,110000,서울,110005,구로구
옵티마부평성모약국,81,약국,220000,인천,220003,인천부평구
메디팜호정약국,81,약국,110000,서울,110011,성동구
십정시장약국,81,약국,220000,인천,220003,인천부평구
미래팜약국,81,약국,110000,서울,110022,노원구
솔빛약국,81,약국,110000,서울,110019,중랑구
이화약국,81,약국,110000,서울,110002,강동구
동산약국,81,약국,110000,서울,110022,노원구
오렌지라임약국,81,약국,110000,서울,110020,양천구
로타리약국,81,약국,320000,강원,320400,원주시
대학약국,81,약국,220000,인천,220006,인천남동구
온누리약국,81,약국,110000,서울,110009,마포구
행복한온누리약국,81,약국,220000,인천,220003,인천부평구
미소약국,81,약국,340000,충남,340400,보령시
새태평양온누리약국,81,약국,110000,서울,110004,관악구
은하약국,81,약국,220000,인천,220008,인천계양구
실로암약국,81,약국,250000,대전,250001,대전유성구
꿈이있는 온누리약국,81,약국,110000,서울,110024,강북구
김해약국,81,약국,380000,경남,380100,김해시
유한약국,81,약국,380000,경남,380500,진주시
성가정문약국,81,약국,310000,경기,310300,부천시
민다약국,81,약국,370000,경북,370002,고령군
전주약국,81,약국,310000,경기,310401,성남수정구
여명약국,81,약국,310000,경기,310401,성남수정구
한솔약국,81,약국,110000,서울,110005,구로구
은하약국,81,약국,110000,서울,110005,구로구
한마음약국,81,약국,320000,강원,320010,철원군
더블유수약국,81,약국,110000,서울,110001,강남구
천사약국,81,약국,110000,서울,110021,서초구
아크로비스타약국,81,약국,110000,서울,110021,서초구
대림온누리약국,81,약국,110000,서울,110008,동작구
한마음약국,81,약국,320000,강원,320200,동해시
건민약국,81,약국,310000,경기,310300,부천시
경남약국,81,약국,380000,경남,380300,사천시
온누리새재원약국,81,약국,110000,서울,110001,강남구
사랑의약국,81,약국,110000,서울,110018,송파구
동진약국,81,약국,310000,경기,310602,수원장안구
인제약국,81,약국,310000,경기,310100,광명시
보운온누리약국,81,약국,210000,부산,210015,부산사상구
우성약국,81,약국,110000,서울,110018,송파구
제일약국,81,약국,110000,서울,110014,용산구
굿모닝약국,81,약국,110000,서울,110004,관악구
사랑약국,81,약국,310000,경기,310100,광명시
성경온누리약국,81,약국,110000,서울,110019,중랑구
중앙약국,81,약국,110000,서울,110023,광진구
일성약국,81,약국,340000,충남,340400,보령시
약손약국,81,약국,210000,부산,210009,부산해운대구
연세약국,81,약국,210000,부산,210100,부산기장군
서면금약국,81,약국,210000,부산,210004,부산진구
하나약국,81,약국,210000,부산,210003,부산동래구
한일사약국,81,약국,210000,부산,210008,부산중구
신라약국,81,약국,210000,부산,210015,부산사상구
늘푸른약국,81,약국,210000,부산,210008,부산중구
장약국,81,약국,350000,전북,350100,군산시
회생당약국,81,약국,350000,전북,350300,익산시
용지약국,81,약국,350000,전북,350600,김제시
늘푸른약국,81,약국,350000,전북,350011,장수군
황등솔약국,81,약국,350000,전북,350300,익산시
밝은약국,81,약국,350000,전북,350402,전주덕진구
종근당약국,81,약국,350000,전북,350600,김제시
익산종로약국,81,약국,350000,전북,350300,익산시
프라자약국,81,약국,350000,전북,350300,익산시
아산약국,81,약국,350000,전북,350500,정읍시
중앙약국,81,약국,350000,전북,350004,무주군
중부약국,81,약국,350000,전북,350100,군산시
광제약국,81,약국,350000,전북,350300,익산시
가나다약국,81,약국,340000,충남,340007,부여군
튼튼약국,81,약국,250000,대전,250001,대전유성구
백제약국,81,약국,250000,대전,250001,대전유성구
장미약국,81,약국,340000,충남,340900,당진시
푸른약국,81,약국,410000,세종시,410000,세종시
mom편한약국,81,약국,340000,충남,340201,천안서북구
비타민약국,81,약국,340000,충남,340300,공주시
왕약국,81,약국,340000,충남,340201,천안서북구
소나무약국,81,약국,250000,대전,250001,대전유성구
그린약국,81,약국,340000,충남,340201,천안서북구
예일약국,81,약국,340000,충남,340800,계룡시
중앙약국,81,약국,340000,충남,340600,서산시
옵티마강경제일약국,81,약국,340000,충남,340700,논산시
유명약국,81,약국,340000,충남,340400,보령시
만년약국,81,약국,250000,대전,250003,대전서구
늘푸른약국,81,약국,250000,대전,250002,대전대덕구
푸른약국,81,약국,340000,충남,340400,보령시
관저온누리약국,81,약국,250000,대전,250003,대전서구
동해당약국,81,약국,250000,대전,250004,대전동구
한마음약국,81,약국,340000,충남,340700,논산시
늘푸른약국,81,약국,250000,대전,250001,대전유성구
녹십자약국,81,약국,340000,충남,340900,당진시
맑은약국,81,약국,250000,대전,250001,대전유성구
나나약국,81,약국,340000,충남,340201,천안서북구
칠성약국,81,약국,250000,대전,250004,대전동구
관평드림약국,81,약국,250000,대전,250001,대전유성구
우리두리약국,81,약국,410000,세종시,410000,세종시
진호메디칼약국,81,약국,110000,서울,110015,은평구
소망약국,81,약국,110000,서울,110003,강서구
행복한수약국,81,약국,110000,서울,110001,강남구
다나을약국,81,약국,110000,서울,110011,성동구
마들소망약국,81,약국,110000,서울,110022,노원구
드림약국,81,약국,110000,서울,110018,송파구
노을약국,81,약국,110000,서울,110003,강서구
은마(銀馬)오행한약국,81,약국,110000,서울,110001,강남구
우리약국,81,약국,330000,충북,330001,괴산군
은혜약국,81,약국,110000,서울,110025,금천구
동우약국,81,약국,340000,충남,340202,천안동남구
경희당한약국,81,약국,380000,경남,381000,거제시
법원신세계약국,81,약국,310000,경기,312200,파주시
신중앙약국,81,약국,110000,서울,110012,성북구
새봄약국,81,약국,110000,서울,110012,성북구
명리한약국,81,약국,310000,경기,310602,수원장안구
스템약국,81,약국,110000,서울,110001,강남구
이든약국,81,약국,110000,서울,110025,금천구
청담수약국,81,약국,110000,서울,110001,강남구
행복한약국,81,약국,110000,서울,110015,은평구
유명약국,81,약국,110000,서울,110020,양천구
참한약국,81,약국,110000,서울,110018,송파구
올리브약국,81,약국,110000,서울,110015,은평구
코끼리약국,81,약국,110000,서울,110007,동대문구
신세명약국,81,약국,110000,서울,110008,동작구
푸르지오약국,81,약국,110000,서울,110007,동대문구
청담이화약국,81,약국,110000,서울,110001,강남구
우리약국,81,약국,110000,서울,110014,용산구
사랑약국,81,약국,110000,서울,110013,영등포구
메디약국,81,약국,110000,서울,110007,동대문구
행복이열리는약국,81,약국,110000,서울,110011,성동구
한진약국,81,약국,110000,서울,110011,성동구
바다의별약국,81,약국,110000,서울,110008,동작구
해동온누리약국,81,약국,110000,서울,110023,광진구
한강약국,81,약국,110000,서울,110012,성북구
수정약국,81,약국,110000,서울,110013,영등포구
기분좋은약국,81,약국,110000,서울,110004,관악구
더블유약국,81,약국,110000,서울,110008,동작구
푸른약국,81,약국,110000,서울,110015,은평구
비타민약국,81,약국,240000,광주,240005,광주남구
한천당약국,81,약국,310000,경기,310001,가평군
건강드림약국,81,약국,230000,대구,230003,대구북구
새정문약국,81,약국,260000,울산,260002,울산동구
새보생약국,81,약국,260000,울산,260004,울산북구
중앙약국,81,약국,260000,울산,260004,울산북구
양정약국,81,약국,260000,울산,260004,울산북구
더건강약국,81,약국,110000,서울,110018,송파구
강남시장약국,81,약국,310000,경기,310300,부천시
좋은우리약국,81,약국,310000,경기,310300,부천시
파라곤약국,81,약국,310000,경기,310602,수원장안구
태평양온누리약국,81,약국,310000,경기,312500,화성시
경희고황약국,81,약국,110000,서울,110007,동대문구
인화약국,81,약국,110000,서울,110009,마포구
중앙메디칼온누리약국,81,약국,310000,경기,312300,김포시
보민약국,81,약국,240000,광주,240003,광주서구
뉴그랜드약국,81,약국,110000,서울,110013,영등포구
새소망약국,81,약국,320000,강원,320500,춘천시
유한약국,81,약국,210000,부산,210004,부산진구
드림약국,81,약국,310000,경기,311700,시흥시
방촌하나약국,81,약국,230000,대구,230002,대구동구
마트약국,81,약국,240000,광주,240003,광주서구
보라매온누리약국,81,약국,110000,서울,110008,동작구
행복한수약국,81,약국,110000,서울,110013,영등포구
평화온누리약국,81,약국,310000,경기,310200,동두천시
그린약국,81,약국,110000,서울,110005,구로구
명인약국,81,약국,260000,울산,260002,울산동구
미소열린약국,81,약국,260000,울산,260003,울산중구
동보약국,81,약국,380000,경남,380100,김해시
은혜약국,81,약국,380000,경남,380704,창원의창구
복산약국,81,약국,260000,울산,260003,울산중구
장유조은약국,81,약국,380000,경남,380100,김해시
창원삼성약국,81,약국,380000,경남,380705,창원성산구
해인온누리약국,81,약국,380000,경남,381100,양산시
백약국,81,약국,260000,울산,260100,울산울주군
리드팜태평양약국,81,약국,380000,경남,380704,창원의창구
덕계조은약국,81,약국,380000,경남,381100,양산시
해인약국,81,약국,380000,경남,380703,창원진해구
서울약국,81,약국,260000,울산,260100,울산울주군
새봄약국,81,약국,380000,경남,380100,김해시
태평양약국,81,약국,380000,경남,380002,거창군
마산어시장약국,81,약국,380000,경남,380702,창원마산합포구
신세계온누리약국,81,약국,260000,울산,260002,울산동구
대학약국,81,약국,380000,경남,381000,거제시
정성약국,81,약국,260000,울산,260004,울산북구
서울약국,81,약국,380000,경남,380100,김해시
규태약국,81,약국,380000,경남,380900,밀양시
건우약국,81,약국,260000,울산,260004,울산북구
나래약국,81,약국,380000,경남,381100,양산시
나라약국,81,약국,260000,울산,260001,울산남구
한사랑약국,81,약국,380000,경남,380100,김해시
광교조은약국,81,약국,310000,경기,310604,수원영통구
야탑그린약국,81,약국,310000,경기,310403,성남분당구
용약국,81,약국,310000,경기,312001,용인기흥구
필리아약국,81,약국,240000,광주,240004,광주광산구
정다운약국,81,약국,110000,서울,110007,동대문구
어울림약국,81,약국,350000,전북,350401,전주완산구
대풍약국,81,약국,110000,서울,110011,성동구
늘봄약국,81,약국,310000,경기,310604,수원영통구
동대문약국,81,약국,340000,충남,340201,천안서북구
현약국,81,약국,230000,대구,230007,대구달서구
금호약국,81,약국,220000,인천,220003,인천부평구
계명지하철약국,81,약국,230000,대구,230007,대구달서구
셀프케어류약국,81,약국,380000,경남,380100,김해시
광탄하나로약국,81,약국,310000,경기,312200,파주시
샬롬온누리약국,81,약국,110000,서울,110001,강남구
메디팜제일약국,81,약국,330000,충북,330102,청주흥덕구
용일약국,81,약국,220000,인천,220001,인천미추홀구
아름수약국,81,약국,410000,세종시,410000,세종시
밝은약국,81,약국,110000,서울,110018,송파구
굿약국,81,약국,110000,서울,110021,서초구
한라약국,81,약국,110000,서울,110008,동작구
튼튼약국,81,약국,320000,강원,320015,횡성군
독일약국,81,약국,240000,광주,240003,광주서구
포인트약국,81,약국,110000,서울,110001,강남구
해림온누리약국,81,약국,110000,서울,110001,강남구
미소담약국,81,약국,110000,서울,110012,성북구
수정온누리약국,81,약국,110000,서울,110019,중랑구
다온약국,81,약국,110000,서울,110001,강남구
온누리학마을약국,81,약국,110000,서울,110020,양천구
홈타운약국,81,약국,110000,서울,110007,동대문구
늘사랑온누리약국,81,약국,110000,서울,110025,금천구
사랑약국,81,약국,110000,서울,110008,동작구
행복한약국,81,약국,110000,서울,110017,중구
옵티마시민약국,81,약국,110000,서울,110012,성북구
아름약국,81,약국,110000,서울,110003,강서구
관악종로약국,81,약국,110000,서울,110004,관악구
보현약국,81,약국,110000,서울,110020,양천구
김약국,81,약국,110000,서울,110008,동작구
환도약국,81,약국,110000,서울,110005,구로구
독수리약국,81,약국,110000,서울,110001,강남구
365열린약국,81,약국,110000,서울,110004,관악구
한신약국,81,약국,110000,서울,110022,노원구
옵티마세원약국,81,약국,110000,서울,110004,관악구
송파우리약국,81,약국,110000,서울,110018,송파구
새봄약국,81,약국,110000,서울,110024,강북구
오아시스약국,81,약국,110000,서울,110008,동작구
후문한일약국,81,약국,110000,서울,110006,도봉구
미래팜약국,81,약국,110000,서울,110025,금천구
홍약국,81,약국,110000,서울,110015,은평구
관악희망약국,81,약국,110000,서울,110004,관악구
